source,target
PPAT,ATIC
ALK,ATIC
TFPI,ATIC
NME2,ATIC
SHMT2,ATIC
LIG3,ATIC
ASPH,ATIC
MPG,ATIC
NME1,ATIC
PRKCI,ATIC
TYMS,ATIC
SARS,ATIC
MAP4,ATIC
HMGB1,ATIC
ASNS,ATIC
PGK1,ATIC
TKT,ATIC
KRT8,ATIC
TUBB1,ATIC
HSP90B1,ATIC
KARS,ATIC
FASN,ATIC
HSPA8,ATIC
TUBB,ATIC
HSP90AA1,ATIC
IARS,ATIC
MARS,ATIC
TOP1,ATIC
PARP1,ATIC
ANXA2,ATIC
PRDX1,ATIC
PKM,ATIC
CDK2,ATIC
TUBA1A,ATIC
RXRB,ATIC
AARS,ATIC
ABAT,ATIC
PCK2,ATIC
KYNU,ATIC
PKLR,ATIC
FKBP1A,ATIC
JAK1,ATIC
EGFR,ATIC
PGD,ATIC
SOD1,NME2
TFPI,NME2
ATIC,NME2
SHMT2,NME2
ASPH,NME2
HPRT1,NME2
NME1,NME2
PRKCI,NME2
MCCC2,NME2
AK2,NME2
S100A7,NME2
SARS,NME2
MAP4,NME2
HMGB1,NME2
ASNS,NME2
PGK1,NME2
TKT,NME2
KRT8,NME2
TUBB1,NME2
HSP90B1,NME2
KARS,NME2
FASN,NME2
HSPA8,NME2
TUBB,NME2
HSP90AA1,NME2
IMPDH2,NME2
IARS,NME2
MARS,NME2
TOP1,NME2
ANXA2,NME2
GSTP1,NME2
PRDX1,NME2
PKM,NME2
LDHB,NME2
CDK2,NME2
TUBA1A,NME2
RXRB,NME2
AARS,NME2
PLOD1,NME2
ATP1A1,NME2
ESR1,NME2
CBR1,NME2
PGRMC1,NME2
ABAT,NME2
PCK2,NME2
KYNU,NME2
PKLR,NME2
FKBP1A,NME2
JUN,NME2
PGD,NME2
MAP2,NME2
NOS2,NME2
HTR1B,NME2
ADRB2,SHMT2
ATF2,SHMT2
MMAB,SHMT2
GLDC,SHMT2
FARS2,SHMT2
NDUFS8,SHMT2
AASS,SHMT2
NDUFS2,SHMT2
SUCLA2,SHMT2
ATIC,SHMT2
NME2,SHMT2
SLC1A3,SHMT2
HPSE,SHMT2
LIG3,SHMT2
ASPH,SHMT2
MPG,SHMT2
MPO,SHMT2
ALDH9A1,SHMT2
NME1,SHMT2
PLOD3,SHMT2
DLD,SHMT2
MCCC2,SHMT2
SRM,SHMT2
CYCS,SHMT2
SARS,SHMT2
SLC2A1,SHMT2
NDUFS1,SHMT2
NDUFS3,SHMT2
MAP4,SHMT2
ASNS,SHMT2
PGK1,SHMT2
TKT,SHMT2
KRT8,SHMT2
TUBB1,SHMT2
HSP90B1,SHMT2
SDHA,SHMT2
KARS,SHMT2
HSD17B4,SHMT2
FASN,SHMT2
HSPA8,SHMT2
TUBB,SHMT2
TUBA4A,SHMT2
HSP90AA1,SHMT2
GMPS,SHMT2
IMPDH2,SHMT2
IARS,SHMT2
MARS,SHMT2
TOP1,SHMT2
PARP1,SHMT2
ANXA1,SHMT2
ANXA2,SHMT2
HSD17B10,SHMT2
GSTP1,SHMT2
PPIA,SHMT2
PRDX1,SHMT2
PKM,SHMT2
LDHB,SHMT2
GSTO1,SHMT2
NDUFA9,SHMT2
ALDH1B1,SHMT2
SLC25A1,SHMT2
NDUFA5,SHMT2
CAMK2G,SHMT2
CDK2,SHMT2
TUBA1A,SHMT2
AARS,SHMT2
CPT1A,SHMT2
ALDH2,SHMT2
ATP1A1,SHMT2
AFG3L2,SHMT2
PCCB,SHMT2
GSTM3,SHMT2
GSTM1,SHMT2
CBR1,SHMT2
CPT2,SHMT2
SLC25A18,SHMT2
IDH3A,SHMT2
ABAT,SHMT2
PCK2,SHMT2
KYNU,SHMT2
PKLR,SHMT2
FKBP1A,SHMT2
GLS,SHMT2
PPIF,SHMT2
CANX,SHMT2
CALR,SHMT2
PRKAB1,SHMT2
EGFR,SHMT2
CALM1,SHMT2
SLC25A10,SHMT2
NDUFA10,SHMT2
GPT2,SHMT2
WARS,SHMT2
LTA4H,SHMT2
HDAC5,SHMT2
ALDH7A1,SHMT2
PPARD,SHMT2
SHMT2,SLC1A3
HPSE,SLC1A3
LIG3,SLC1A3
ASPH,SLC1A3
ATP5D,SLC1A3
MPG,SLC1A3
PLOD3,SLC1A3
MAP4,SLC1A3
KARS,SLC1A3
HSD17B4,SLC1A3
HSPA8,SLC1A3
TUBB,SLC1A3
TUBA4A,SLC1A3
IMPDH2,SLC1A3
IARS,SLC1A3
MARS,SLC1A3
TOP1,SLC1A3
PARP1,SLC1A3
ANXA2,SLC1A3
CAMK2G,SLC1A3
CPT1A,SLC1A3
GRIN1,SLC1A3
GRIN2D,SLC1A3
GRIN2A,SLC1A3
GRIN2C,SLC1A3
GRIN2B,SLC1A3
SHMT2,HPSE
SLC1A3,HPSE
LIG3,HPSE
ASPH,HPSE
ATP5D,HPSE
PLOD3,HPSE
MAP4,HPSE
KARS,HPSE
HSD17B4,HPSE
HSPA8,HPSE
TUBB,HPSE
IARS,HPSE
MARS,HPSE
TOP1,HPSE
PARP1,HPSE
ANXA2,HPSE
LDHB,HPSE
CAMK2G,HPSE
CPT1A,HPSE
ATF2,LIG3
SRC,LIG3
TFPI,LIG3
ATIC,LIG3
SHMT2,LIG3
SLC1A3,LIG3
HPSE,LIG3
ASPH,LIG3
MPG,LIG3
MPO,LIG3
PLOD3,LIG3
MAP4,LIG3
HMGB1,LIG3
KARS,LIG3
HSD17B4,LIG3
HSPA8,LIG3
TUBB,LIG3
IMPDH2,LIG3
IARS,LIG3
MARS,LIG3
TOP1,LIG3
PARP1,LIG3
ANXA2,LIG3
LDHB,LIG3
CAMK2G,LIG3
CDK2,LIG3
CPT1A,LIG3
CALR,LIG3
POU2F1,LIG3
POLB,LIG3
ABL1,LIG3
THRA,LIG3
THRB,LIG3
ENPP1,ASPH
NDUFS2,ASPH
TFPI,ASPH
ATIC,ASPH
NME2,ASPH
SHMT2,ASPH
SLC1A3,ASPH
HPSE,ASPH
LIG3,ASPH
ATP5D,ASPH
MPG,ASPH
ALB,ASPH
PEBP1,ASPH
EIF2AK2,ASPH
NME1,ASPH
PRKCI,ASPH
PLOD3,ASPH
CKB,ASPH
NDUFA4,ASPH
MAT2A,ASPH
SLC16A1,ASPH
SLC2A1,ASPH
NDUFS3,ASPH
MAP4,ASPH
HMGB1,ASPH
PGK1,ASPH
PSMB1,ASPH
PSMB5,ASPH
SDHA,ASPH
KARS,ASPH
HSD17B4,ASPH
HSPA8,ASPH
TUBB,ASPH
TUBA4A,ASPH
HSP90AA1,ASPH
IMPDH2,ASPH
IARS,ASPH
MARS,ASPH
TOP1,ASPH
PARP1,ASPH
ANXA1,ASPH
ANXA2,ASPH
PRDX1,ASPH
SLC25A1,ASPH
NDUFA5,ASPH
TUBA1A,ASPH
RXRB,ASPH
PLOD1,ASPH
CPT1A,ASPH
SLC7A5,ASPH
ATP1A1,ASPH
AFG3L2,ASPH
SLC1A5,ASPH
GSTM1,ASPH
COX17,ASPH
NDUFS7,ASPH
ATP1B3,ASPH
EPHX1,ASPH
HM13,ASPH
PGRMC1,ASPH
CPT2,ASPH
SLC25A18,ASPH
SLC39A7,ASPH
SLC25A22,ASPH
CANX,ASPH
CALM1,ASPH
POU2F1,ASPH
GUK1,ASPH
CALB1,ASPH
CKM,ASPH
CKMT1A,ASPH
SLC5A3,ASPH
SLC25A10,ASPH
PGD,ASPH
NOS2,ASPH
SLC1A3,ATP5D
HPSE,ATP5D
ASPH,ATP5D
MPG,ATP5D
NDUFA4,ATP5D
SLC16A1,ATP5D
PTGES3,ATP5D
NDUFS3,ATP5D
SDHA,ATP5D
KARS,ATP5D
HSD17B4,ATP5D
HSPA8,ATP5D
TUBB,ATP5D
TUBA4A,ATP5D
HSP90AA1,ATP5D
IMPDH2,ATP5D
IARS,ATP5D
MARS,ATP5D
TOP1,ATP5D
PARP1,ATP5D
ANXA2,ATP5D
SLC25A1,ATP5D
NDUFA5,ATP5D
CDK2,ATP5D
CPT1A,ATP5D
ATP1A1,ATP5D
AFG3L2,ATP5D
SLC1A5,ATP5D
COX17,ATP5D
NDUFS7,ATP5D
ATP1B3,ATP5D
EPHX1,ATP5D
HM13,ATP5D
PGRMC1,ATP5D
CPT2,ATP5D
SLC25A18,ATP5D
CANX,ATP5D
CALM1,ATP5D
SLC25A10,ATP5D
PRNP,MPG
ATF2,MPG
TFPI,MPG
ATIC,MPG
SHMT2,MPG
SLC1A3,MPG
LIG3,MPG
ASPH,MPG
ATP5D,MPG
MPO,MPG
EIF2AK2,MPG
MAP4,MPG
HMGB1,MPG
KARS,MPG
HSD17B4,MPG
HSPA8,MPG
TUBB,MPG
IMPDH2,MPG
IARS,MPG
MARS,MPG
TOP1,MPG
PARP1,MPG
ANXA2,MPG
ACAT1,MPG
PRDX1,MPG
PKM,MPG
CPT1A,MPG
ESR1,MPG
GSTM3,MPG
PGRMC1,MPG
CALR,MPG
POU2F1,MPG
POLB,MPG
GOT2,MPG
RXRA,MPG
THRB,MPG
PPARG,MPG
LHCGR,MPG
SHMT2,MPO
LIG3,MPO
MPG,MPO
EIF2AK2,MPO
CKB,MPO
MAP4,MPO
HMGB1,MPO
KARS,MPO
HSD17B4,MPO
HSPA8,MPO
TUBB,MPO
IARS,MPO
MARS,MPO
TOP1,MPO
PARP1,MPO
ANXA1,MPO
LDHB,MPO
CAMK2G,MPO
HDAC2,MPO
CKMT1A,MPO
LTF,MPO
ELANE,MPO
APOD,MPO
CYP11A1,MPO
CYP19A1,MPO
MAOA,MPO
A2M,MPO
NDUFS2,ALDH3A2
SUCLA2,ALDH3A2
DLAT,ALDH3A2
ALB,ALDH3A2
PEBP1,ALDH3A2
EIF2AK2,ALDH3A2
NFKB1,ALDH3A2
ALDH9A1,ALDH3A2
SERPINB2,ALDH3A2
HPRT1,ALDH3A2
TGM1,ALDH3A2
AMPD1,ALDH3A2
CYP2C8,ALDH3A2
PDXK,ALDH3A2
CBS,ALDH3A2
NME1,ALDH3A2
PRKCI,ALDH3A2
PLOD3,ALDH3A2
KCNH2,ALDH3A2
PRKCZ,ALDH3A2
CKB,ALDH3A2
NDUFA4,ALDH3A2
F7,ALDH3A2
TF,ALDH3A2
DLD,ALDH3A2
MCCC2,ALDH3A2
F8,ALDH3A2
MAT2A,ALDH3A2
SLC16A1,ALDH3A2
NDUFS3,ALDH3A2
MAP4,ALDH3A2
HMGB1,ALDH3A2
PGK1,ALDH3A2
KRT8,ALDH3A2
PSMB1,ALDH3A2
PSMB5,ALDH3A2
TUBB1,ALDH3A2
HSP90B1,ALDH3A2
SDHA,ALDH3A2
KARS,ALDH3A2
HSD17B4,ALDH3A2
FASN,ALDH3A2
HSPA8,ALDH3A2
TUBB,ALDH3A2
TUBA4A,ALDH3A2
HSP90AA1,ALDH3A2
GMPS,ALDH3A2
IMPDH2,ALDH3A2
IARS,ALDH3A2
MARS,ALDH3A2
TOP1,ALDH3A2
ANXA1,ALDH3A2
ANXA2,ALDH3A2
ACAT1,ALDH3A2
HSD17B10,ALDH3A2
GSTP1,ALDH3A2
PPIA,ALDH3A2
PRDX1,ALDH3A2
PKM,ALDH3A2
NDUFA9,ALDH3A2
COMT,ALDH3A2
ALDH1B1,ALDH3A2
DDR1,ALDH3A2
NQO2,ALDH3A2
IDS,ALDH3A2
PDPK1,ALDH3A2
APOB,ALDH3A2
MET,ALDH3A2
HDAC6,ALDH3A2
CAMK2G,ALDH3A2
PRKCA,ALDH3A2
TUBA1A,ALDH3A2
UMPS,ALDH3A2
HDAC1,ALDH3A2
GART,ALDH3A2
PLOD1,ALDH3A2
ATP1A2,ALDH3A2
CAT,ALDH3A2
SLC7A5,ALDH3A2
NOMO1,ALDH3A2
ALDH2,ALDH3A2
ATP1A1,ALDH3A2
AFG3L2,ALDH3A2
SLC1A5,ALDH3A2
ATP1B3,ALDH3A2
EPHX1,ALDH3A2
HM13,ALDH3A2
PGRMC1,ALDH3A2
CYP51A1,ALDH3A2
CANX,ALDH3A2
CALR,ALDH3A2
GPRC5A,ALDH3A2
PRKAB1,ALDH3A2
MAPK14,ALDH3A2
MAPK8,ALDH3A2
GSK3B,ALDH3A2
PRKCD,ALDH3A2
EGFR,ALDH3A2
ARG1,ALDH3A2
NDUFA10,ALDH3A2
FAAH,ALDH3A2
MME,ALDH3A2
AGXT2,DLAT
PDK4,DLAT
CRABP1,DLAT
CRABP2,DLAT
ADRB2,DLAT
ALDH3A2,DLAT
ALB,DLAT
NFKB1,DLAT
ALDH9A1,DLAT
SERPINB2,DLAT
HPRT1,DLAT
TGM1,DLAT
AMPD1,DLAT
CYP2C8,DLAT
PDXK,DLAT
NME1,DLAT
PRKCI,DLAT
PLOD3,DLAT
KCNH2,DLAT
CKB,DLAT
NDUFA4,DLAT
F7,DLAT
TF,DLAT
DLD,DLAT
MCCC2,DLAT
F8,DLAT
MAT2A,DLAT
SLC16A1,DLAT
GLO1,DLAT
GGH,DLAT
MMP2,DLAT
MAP4,DLAT
HMGB1,DLAT
PGK1,DLAT
KRT8,DLAT
PSMB1,DLAT
PSMB5,DLAT
TUBB1,DLAT
HSP90B1,DLAT
SDHA,DLAT
KARS,DLAT
HSD17B4,DLAT
FASN,DLAT
HSPA8,DLAT
TUBB,DLAT
TUBA4A,DLAT
HSP90AA1,DLAT
GMPS,DLAT
IMPDH2,DLAT
IARS,DLAT
MARS,DLAT
TOP1,DLAT
ANXA1,DLAT
ANXA2,DLAT
HSD17B10,DLAT
GSTP1,DLAT
PPIA,DLAT
PRDX1,DLAT
PKM,DLAT
ALDH1B1,DLAT
DDR1,DLAT
NQO2,DLAT
IDS,DLAT
PDPK1,DLAT
APOB,DLAT
MET,DLAT
HDAC6,DLAT
CAMK2G,DLAT
PRKCA,DLAT
HDAC1,DLAT
GART,DLAT
PLOD1,DLAT
CAT,DLAT
OGDH,DLAT
ALDH2,DLAT
ATP1A1,DLAT
PKLR,DLAT
CANX,DLAT
CALR,DLAT
GPRC5A,DLAT
PRKAB1,DLAT
MAPK14,DLAT
MAPK8,DLAT
GSK3B,DLAT
PRKCD,DLAT
EGFR,DLAT
ARG1,DLAT
COL1A1,DLAT
RXRA,DLAT
PPARD,DLAT
RBP4,ALB
SLCO1A2,ALB
FGFR1,ALB
NDUFS2,ALB
ASPH,ALB
ALDH3A2,ALB
DLAT,ALB
PEBP1,ALB
EIF2AK2,ALB
NFKB1,ALB
ALDH9A1,ALB
SERPINB2,ALB
HPRT1,ALB
TGM1,ALB
AMPD1,ALB
CYP2C8,ALB
PDXK,ALB
CBS,ALB
NME1,ALB
PRKCI,ALB
PLOD3,ALB
KCNH2,ALB
PRKCZ,ALB
CKB,ALB
NDUFA4,ALB
F7,ALB
TF,ALB
DLD,ALB
MCCC2,ALB
F8,ALB
MAT2A,ALB
SLC16A1,ALB
GLO1,ALB
GGH,ALB
MMP2,ALB
SRM,ALB
S100A7,ALB
APOE,ALB
SLC2A1,ALB
NDUFS1,ALB
MAP4,ALB
HMGB1,ALB
PGK1,ALB
KRT8,ALB
PSMB1,ALB
PSMB5,ALB
TUBB1,ALB
HSP90B1,ALB
SDHA,ALB
KARS,ALB
HSD17B4,ALB
FASN,ALB
HSPA8,ALB
TUBB,ALB
TUBA4A,ALB
HSP90AA1,ALB
GMPS,ALB
IMPDH2,ALB
IARS,ALB
MARS,ALB
TOP1,ALB
PARP1,ALB
ANXA1,ALB
ANXA2,ALB
ACAT1,ALB
HSD17B10,ALB
GSTP1,ALB
PPIA,ALB
PRDX1,ALB
PKM,ALB
LDHB,ALB
TGM2,ALB
TK1,ALB
ALDH1B1,ALB
NDUFA5,ALB
DDR1,ALB
NQO2,ALB
IDS,ALB
PDPK1,ALB
APOB,ALB
MET,ALB
HDAC6,ALB
CAMK2G,ALB
PRKCA,ALB
TUBA1A,ALB
HDAC1,ALB
VARS,ALB
GART,ALB
PLOD1,ALB
ATP1A2,ALB
CAT,ALB
CPT1A,ALB
ALDH2,ALB
ATP1A1,ALB
AFG3L2,ALB
SLC1A5,ALB
PCCB,ALB
MCCC1,ALB
PCCA,ALB
GSTM1,ALB
IDH3A,ALB
CANX,ALB
CALR,ALB
CPNE1,ALB
GPRC5A,ALB
PRKAB1,ALB
MAPK14,ALB
MAPK8,ALB
GSK3B,ALB
PRKCD,ALB
EGFR,ALB
CALM1,ALB
P4HA2,ALB
GUK1,ALB
CALB1,ALB
CKM,ALB
CKMT1A,ALB
SLC5A3,ALB
SUCLG2,ALB
JUN,ALB
SLC25A10,ALB
PGD,ALB
ARG1,ALB
MAP2,ALB
SLC16A3,ALB
IMPA1,ALB
HBB,ALB
ABCC3,ALB
A2M,ALB
SERPINA1,ALB
VWF,ALB
CUBN,ALB
SLCO1B1,ALB
SLCO1B3,ALB
ORM1,ALB
APOM,ALB
PON1,ALB
GC,ALB
C1S,ALB
ORM2,ALB
IGFALS,ALB
PLG,ALB
SHBG,ALB
ADRA1B,ALB
CACNA1I,ALB
CROT,ALB
HPX,ALB
KCNMA1,ALB
GABBR1,ALB
SCN5A,ALB
PDE4B,ALB
APOA1,ALB
FGA,ALB
TTR,ALB
APOA2,ALB
APOA4,ALB
APOC2,ALB
APOC3,ALB
F2,ALB
RYR2,ALB
SLC6A9,ALB
TGM4,ALB
SLC10A1,ALB
RYR1,ALB
CACNA2D2,ALB
LRP2,ALB
PRKCQ,PEBP1
ALOX15,PEBP1
PRKCE,PEBP1
PRKCG,PEBP1
ASPH,PEBP1
ALDH3A2,PEBP1
ALB,PEBP1
EIF2AK2,PEBP1
NFKB1,PEBP1
TGM1,PEBP1
PDXK,PEBP1
PRKCI,PEBP1
PLOD3,PEBP1
PRKCZ,PEBP1
CKB,PEBP1
MCCC2,PEBP1
PGK1,PEBP1
PSMB1,PEBP1
PSMB5,PEBP1
TUBB1,PEBP1
HSP90B1,PEBP1
SDHA,PEBP1
KARS,PEBP1
HSPA8,PEBP1
TUBB,PEBP1
TUBA4A,PEBP1
HSP90AA1,PEBP1
IMPDH2,PEBP1
MARS,PEBP1
TOP1,PEBP1
ANXA2,PEBP1
ACAT1,PEBP1
HSD17B10,PEBP1
GSTP1,PEBP1
PPIA,PEBP1
PRDX1,PEBP1
PKM,PEBP1
PRKCB,PEBP1
PRKCA,PEBP1
CDK2,PEBP1
TUBA1A,PEBP1
PLOD1,PEBP1
ADRBK1,PEBP1
IKBKB,PEBP1
ATP1A1,PEBP1
GSTM1,PEBP1
CHUK,PEBP1
RAF1,PEBP1
CANX,PEBP1
CALR,PEBP1
PRKCD,PEBP1
MAPK1,PEBP1
CALM1,PEBP1
AKT1,PEBP1
GUK1,PEBP1
CALB1,PEBP1
CKM,PEBP1
CKMT1A,PEBP1
SLC5A3,PEBP1
PGD,PEBP1
ARG1,PEBP1
MAP2K1,PEBP1
PPARD,PEBP1
TYK2,EIF2AK2
MAPT,EIF2AK2
PDGFRB,EIF2AK2
ERBB2,EIF2AK2
TFPI,EIF2AK2
ASPH,EIF2AK2
MPG,EIF2AK2
MPO,EIF2AK2
ALDH3A2,EIF2AK2
ALB,EIF2AK2
PEBP1,EIF2AK2
NFKB1,EIF2AK2
TGM1,EIF2AK2
PDXK,EIF2AK2
PRKCI,EIF2AK2
PLOD3,EIF2AK2
CKB,EIF2AK2
MCCC2,EIF2AK2
PTGES3,EIF2AK2
MAP4,EIF2AK2
TUBB1,EIF2AK2
HSP90B1,EIF2AK2
SDHA,EIF2AK2
KARS,EIF2AK2
HSPA8,EIF2AK2
TUBB,EIF2AK2
TUBA4A,EIF2AK2
HSP90AA1,EIF2AK2
IMPDH2,EIF2AK2
IARS,EIF2AK2
MARS,EIF2AK2
TOP1,EIF2AK2
ACAT1,EIF2AK2
HSD17B10,EIF2AK2
GSTP1,EIF2AK2
PPIA,EIF2AK2
PRDX1,EIF2AK2
PKM,EIF2AK2
DDR1,EIF2AK2
PLOD1,EIF2AK2
IKBKB,EIF2AK2
CHUK,EIF2AK2
RAF1,EIF2AK2
JAK1,EIF2AK2
CANX,EIF2AK2
CALR,EIF2AK2
RAC1,EIF2AK2
MAPK14,EIF2AK2
MAPK1,EIF2AK2
EGFR,EIF2AK2
CASP3,EIF2AK2
ARG1,EIF2AK2
GLUL,NFKB1
TNF,NFKB1
IL1R1,NFKB1
ATF3,NFKB1
RELA,NFKB1
POU2F2,NFKB1
ABCC2,NFKB1
TYK2,NFKB1
PRKCQ,NFKB1
JAK2,NFKB1
SRC,NFKB1
PDGFRB,NFKB1
LCK,NFKB1
TEK,NFKB1
PRKCE,NFKB1
PRKCG,NFKB1
ALDH3A2,NFKB1
DLAT,NFKB1
ALB,NFKB1
PEBP1,NFKB1
EIF2AK2,NFKB1
TGM1,NFKB1
AMPD1,NFKB1
CYP2C8,NFKB1
PDXK,NFKB1
NME1,NFKB1
PRKCI,NFKB1
PLOD3,NFKB1
KCNH2,NFKB1
PRKCZ,NFKB1
CKB,NFKB1
NDUFA4,NFKB1
DLD,NFKB1
MCCC2,NFKB1
F8,NFKB1
MAT2A,NFKB1
SLC16A1,NFKB1
GLO1,NFKB1
GGH,NFKB1
MMP2,NFKB1
MAP4,NFKB1
HMGB1,NFKB1
PSMB1,NFKB1
PSMB5,NFKB1
TUBB1,NFKB1
HSP90B1,NFKB1
SDHA,NFKB1
KARS,NFKB1
FASN,NFKB1
HSPA8,NFKB1
TUBB,NFKB1
TUBA4A,NFKB1
HSP90AA1,NFKB1
GMPS,NFKB1
IMPDH2,NFKB1
IARS,NFKB1
MARS,NFKB1
TOP1,NFKB1
PARP1,NFKB1
ACAT1,NFKB1
HSD17B10,NFKB1
GSTP1,NFKB1
PPIA,NFKB1
PRDX1,NFKB1
PKM,NFKB1
PRKCB,NFKB1
ALDH1B1,NFKB1
PRKCA,NFKB1
NFKB2,NFKB1
HDAC1,NFKB1
HDAC2,NFKB1
GART,NFKB1
PLOD1,NFKB1
IKBKB,NFKB1
ATP1A1,NFKB1
ESR1,NFKB1
CHUK,NFKB1
MTOR,NFKB1
LYN,NFKB1
CANX,NFKB1
CALR,NFKB1
MAPK14,NFKB1
GSK3B,NFKB1
PRKCD,NFKB1
MAPK1,NFKB1
MAPK3,NFKB1
AKT1,NFKB1
IL1B,NFKB1
PML,NFKB1
ARG1,NFKB1
HDAC4,NFKB1
HDAC5,NFKB1
HDAC3,NFKB1
MAPK11,NFKB1
AR,NFKB1
NR3C1,NFKB1
RXRA,NFKB1
FOS,NFKB1
SLC1A2,NFKB1
GLDC,ALDH9A1
SHMT2,ALDH9A1
ALDH3A2,ALDH9A1
DLAT,ALDH9A1
ALB,ALDH9A1
SERPINB2,ALDH9A1
HPRT1,ALDH9A1
TGM1,ALDH9A1
AMPD1,ALDH9A1
CYP2C8,ALDH9A1
NME1,ALDH9A1
PRKCI,ALDH9A1
PLOD3,ALDH9A1
NDUFA4,ALDH9A1
F7,ALDH9A1
TF,ALDH9A1
DLD,ALDH9A1
SRM,ALDH9A1
NDUFS1,ALDH9A1
ASNS,ALDH9A1
PGK1,ALDH9A1
PSMB1,ALDH9A1
PSMB5,ALDH9A1
TUBB1,ALDH9A1
HSP90B1,ALDH9A1
SDHA,ALDH9A1
KARS,ALDH9A1
HSD17B4,ALDH9A1
FASN,ALDH9A1
HSPA8,ALDH9A1
TUBB,ALDH9A1
TUBA4A,ALDH9A1
HSP90AA1,ALDH9A1
GMPS,ALDH9A1
IMPDH2,ALDH9A1
TOP1,ALDH9A1
ANXA1,ALDH9A1
ANXA2,ALDH9A1
HSD17B10,ALDH9A1
GSTP1,ALDH9A1
PPIA,ALDH9A1
PRDX1,ALDH9A1
PKM,ALDH9A1
GART,ALDH9A1
PLOD1,ALDH9A1
CAT,ALDH9A1
ALDH2,ALDH9A1
CBR1,ALDH9A1
IDH3A,ALDH9A1
CANX,ALDH9A1
CALR,ALDH9A1
PGD,ALDH9A1
WARS,ALDH9A1
LTA4H,ALDH9A1
ALDH7A1,ALDH9A1
ALDH3A2,SERPINB2
DLAT,SERPINB2
ALB,SERPINB2
ALDH9A1,SERPINB2
HPRT1,SERPINB2
TGM1,SERPINB2
AMPD1,SERPINB2
CYP2C8,SERPINB2
NME1,SERPINB2
PRKCI,SERPINB2
PLOD3,SERPINB2
NDUFA4,SERPINB2
F7,SERPINB2
TF,SERPINB2
DLD,SERPINB2
PGK1,SERPINB2
PSMB1,SERPINB2
PSMB5,SERPINB2
TUBB1,SERPINB2
HSP90B1,SERPINB2
SDHA,SERPINB2
KARS,SERPINB2
HSD17B4,SERPINB2
FASN,SERPINB2
HSPA8,SERPINB2
TUBB,SERPINB2
TUBA4A,SERPINB2
HSP90AA1,SERPINB2
IMPDH2,SERPINB2
TOP1,SERPINB2
ANXA1,SERPINB2
ANXA2,SERPINB2
HSD17B10,SERPINB2
GSTP1,SERPINB2
PPIA,SERPINB2
PRDX1,SERPINB2
PKM,SERPINB2
GART,SERPINB2
PLOD1,SERPINB2
CAT,SERPINB2
ALDH2,SERPINB2
CANX,SERPINB2
CALR,SERPINB2
PLAT,SERPINB2
PLAU,SERPINB2
NME2,HPRT1
ALDH3A2,HPRT1
DLAT,HPRT1
ALB,HPRT1
ALDH9A1,HPRT1
SERPINB2,HPRT1
TGM1,HPRT1
AMPD1,HPRT1
CYP2C8,HPRT1
PDXK,HPRT1
CBS,HPRT1
NME1,HPRT1
PRKCI,HPRT1
PLOD3,HPRT1
KCNH2,HPRT1
PRKCZ,HPRT1
CKB,HPRT1
NDUFA4,HPRT1
F7,HPRT1
TF,HPRT1
DLD,HPRT1
APRT,HPRT1
PTGES3,HPRT1
PGK1,HPRT1
PSMB1,HPRT1
PSMB5,HPRT1
TUBB1,HPRT1
HSP90B1,HPRT1
SDHA,HPRT1
KARS,HPRT1
HSD17B4,HPRT1
FASN,HPRT1
HSPA8,HPRT1
TUBB,HPRT1
TUBA4A,HPRT1
HSP90AA1,HPRT1
IMPDH2,HPRT1
IARS,HPRT1
TOP1,HPRT1
ANXA1,HPRT1
ANXA2,HPRT1
HSD17B10,HPRT1
GSTP1,HPRT1
PPIA,HPRT1
PRDX1,HPRT1
PKM,HPRT1
GART,HPRT1
PLOD1,HPRT1
ATP1A2,HPRT1
CAT,HPRT1
ALDH2,HPRT1
CANX,HPRT1
CALR,HPRT1
PRKAB1,HPRT1
ARG1,HPRT1
ALDH3A2,TGM1
DLAT,TGM1
ALB,TGM1
PEBP1,TGM1
EIF2AK2,TGM1
NFKB1,TGM1
ALDH9A1,TGM1
SERPINB2,TGM1
HPRT1,TGM1
AMPD1,TGM1
CYP2C8,TGM1
PDXK,TGM1
NME1,TGM1
PRKCI,TGM1
PLOD3,TGM1
CKB,TGM1
NDUFA4,TGM1
F7,TGM1
TF,TGM1
DLD,TGM1
MCCC2,TGM1
PGK1,TGM1
PSMB1,TGM1
PSMB5,TGM1
TUBB1,TGM1
HSP90B1,TGM1
SDHA,TGM1
KARS,TGM1
HSD17B4,TGM1
FASN,TGM1
HSPA8,TGM1
TUBB,TGM1
TUBA4A,TGM1
HSP90AA1,TGM1
IMPDH2,TGM1
MARS,TGM1
TOP1,TGM1
ANXA1,TGM1
ANXA2,TGM1
ACAT1,TGM1
HSD17B10,TGM1
GSTP1,TGM1
PPIA,TGM1
PRDX1,TGM1
PKM,TGM1
GART,TGM1
PLOD1,TGM1
CAT,TGM1
ALDH2,TGM1
CANX,TGM1
CALR,TGM1
ARG1,TGM1
PPAT,AMPD1
ALDH3A2,AMPD1
DLAT,AMPD1
ALB,AMPD1
NFKB1,AMPD1
ALDH9A1,AMPD1
SERPINB2,AMPD1
HPRT1,AMPD1
TGM1,AMPD1
CYP2C8,AMPD1
PDXK,AMPD1
CBS,AMPD1
NME1,AMPD1
PRKCI,AMPD1
PLOD3,AMPD1
KCNH2,AMPD1
PRKCZ,AMPD1
